subject,part,inc,house,edu,inc2,ses,split,resort,wtp,weber,go,,,,,,,,
535,6mGGovzyvCUlDsqf1auLeQ**,3,3,1,35000,20207.25942,0,1,5,1,0,,,,,,,,
897,6mGGovzyvCULeaB1mfKnnA**,10,5,4,125000,55901.69944,1,0,5,0,0,,,,,,,,
125,6mGGovzyvCULk1uhmEimKg**,10,4,6,125000,62500,1,1,5,0,1,,,,,,,,
426,6mGGovzyvCUmcdBt8_gvZA**,7,3,4,75000,43301.27019,1,1,5,1,1,,,,,,,,
509,6mGGovzyvCUnb1j_NWgbJg**,3,2,2,35000,24748.73734,0,0,5,2,0,,,,,,,,
771,6mGGovzyvCUNT08gBH6uvw**,6,5,2,65000,29068.88371,0,0,5,0,1,,,,,,,,
299,6mGGovzyvCUnwI6-hLKLJw**,2,2,1,25000,17677.66953,0,1,5,0,1,,,,,,,,
620,6mGGovzyvCUNzSmzDSjthA**,1,1,6,15000,15000,0,1,5,2,0,,,,,,,,
262,6mGGovzyvCUOgpcmK7_38g**,7,2,2,75000,53033.00859,1,0,5,1,1,,,,,,,,
643,6mGGovzyvCUohr8JomoTog**,11,4,2,150000,75000,1,1,5,2,1,,,,,,,,
998,6mGGovzyvCUojRyNk1Dl8Q**,4,1,4,45000,45000,1,0,5,0,0,,,,,,,,
728,6mGGovzyvCUOT3CetKQqaw**,7,4,3,75000,37500,1,0,5,0,0,,,,,,,,
137,6mGGovzyvCUpFxnLYBVdIQ**,0,1,4,5000,5000,0,1,5,0,1,,,,,,,,
439,6mGGovzyvCUPnLFh7qRmlw**,7,1,4,75000,75000,1,1,5,2,1,,,,,,,,
274,6mGGovzyvCUPNo4_0NQgdQ**,2,2,6,25000,17677.66953,0,0,5,2,0,,,,,,,,
166,6mGGovzyvCUpPlyV1zHI4Q**,8,2,4,85000,60104.0764,1,0,5,1,1,,,,,,,,
163,6mGGovzyvCUPzfyB22f9GQ**,0,1,4,5000,5000,0,1,5,2,1,,,,,,,,
504,6mGGovzyvCUq6iUMAoEqZw**,6,5,5,65000,29068.88371,0,1,5,1,0,,,,,,,,
336,6mGGovzyvCUQKN93x5qpOg**,5,6,4,55000,22453.65598,0,1,5,0,0,,,,,,,,
757,6mGGovzyvCUqqEhIdC97yg**,10,7,3,125000,47245.55913,1,1,5,2,0,,,,,,,,
792,6mGGovzyvCUqragnbLiA5Q**,10,3,4,125000,72168.78365,1,1,5,1,1,,,,,,,,
641,6mGGovzyvCUQsexYeSjOzA**,4,4,2,45000,22500,0,0,5,2,0,,,,,,,,
228,6mGGovzyvCUQYSIojWRFXw**,9,4,5,95000,47500,1,1,5,0,0,,,,,,,,
493,6mGGovzyvCURGjAQrYcCRQ**,11,4,4,150000,75000,1,1,5,2,0,,,,,,,,
141,6mGGovzyvCURi05Ta9DR_g**,0,2,2,5000,3535.533906,0,1,5,2,1,,,,,,,,
856,6mGGovzyvCURsrPjpLPzGQ**,7,2,1,75000,53033.00859,1,0,5,1,1,,,,,,,,
336,6mGGovzyvCUSdqMNPTBAtg**,10,4,4,125000,62500,1,1,5,1,0,,,,,,,,
832,6mGGovzyvCUSKHuhV-WTXA**,8,2,4,85000,60104.0764,1,0,5,1,1,,,,,,,,
273,6mGGovzyvCUsN4oMLnlZeQ**,4,1,1,45000,45000,1,0,5,0,1,,,,,,,,
787,6mGGovzyvCUT2v-VKs93Vg**,3,2,4,35000,24748.73734,0,1,5,2,0,,,,,,,,
117,6mGGovzyvCUtaiewgbbR7w**,0,2,2,5000,3535.533906,0,0,5,1,0,,,,,,,,
862,6mGGovzyvCUTLItJSZ5yog**,7,3,2,75000,43301.27019,1,0,5,2,1,,,,,,,,
670,6mGGovzyvCUTSz4ZZ93tzw**,5,2,2,55000,38890.87297,1,0,5,1,1,,,,,,,,
334,6mGGovzyvCUTtuDA7Dn3Yw**,11,1,1,150000,150000,1,0,5,1,0,,,,,,,,
216,6mGGovzyvCUu4OaxyVpJtQ**,9,4,2,95000,47500,1,1,5,0,1,,,,,,,,
178,6mGGovzyvCUU5fMCTYijPw**,8,1,6,85000,85000,1,0,5,1,1,,,,,,,,
659,6mGGovzyvCUuCLJS2KTjyA**,5,5,6,55000,24596.74775,0,1,5,0,1,,,,,,,,
395,6mGGovzyvCUUnwycBKXWCQ**,5,5,2,55000,24596.74775,0,0,5,2,1,,,,,,,,
192,6mGGovzyvCUusG80LLwujQ**,11,3,5,150000,86602.54038,1,0,5,2,,,,,,,,,
314,6mGGovzyvCUVdzf1rDejPw**,9,4,4,95000,47500,1,1,5,2,1,,,,,,,,
905,6mGGovzyvCUvHFKTQVi-EA**,6,1,3,65000,65000,1,1,5,0,1,,,,,,,,
216,6mGGovzyvCUvR_2wTWZBMg**,4,5,4,45000,20124.6118,0,1,5,1,0,,,,,,,,
805,6mGGovzyvCUVr8Mip2kasw**,1,2,2,15000,10606.60172,0,1,5,1,0,,,,,,,,
522,6mGGovzyvCUw4P4YYQ4sjg**,3,2,2,35000,24748.73734,0,1,5,1,1,,,,,,,,
940,6mGGovzyvCUwfBKQ8rmgqw**,5,3,5,55000,31754.26481,0,0,5,1,0,,,,,,,,
116,6mGGovzyvCUWjb0OyJmJ8g**,6,3,3,65000,37527.7675,1,1,5,2,0,,,,,,,,
158,6mGGovzyvCUWkUr_3bBYSg**,7,1,4,75000,75000,1,1,5,1,1,,,,,,,,
708,6mGGovzyvCUWWe_aE4c-lA**,6,2,4,65000,45961.94078,1,1,5,0,0,,,,,,,,
167,6mGGovzyvCUXC1uWM4iq2w**,10,3,5,125000,72168.78365,1,1,5,0,1,,,,,,,,
299,6mGGovzyvCUXETNZOQdApw**,1,2,5,15000,10606.60172,0,1,5,0,1,,,,,,,,
640,6mGGovzyvCUxNSPGamOJyw**,2,3,4,25000,14433.75673,0,0,5,2,0,,,,,,,,
563,6mGGovzyvCUXV3pHanofTQ**,4,1,4,45000,45000,1,0,5,2,1,,,,,,,,
612,6mGGovzyvCUy0cO35XRWxg**,5,3,4,55000,31754.26481,0,1,5,1,1,,,,,,,,
301,6mGGovzyvCUYfhCLWadnnw**,3,3,1,35000,20207.25942,0,1,5,2,0,,,,,,,,
85,6mGGovzyvCUYfHp9jrHopA**,10,2,1,125000,88388.34765,1,1,5,0,1,,,,,,,,
393,6mGGovzyvCUyFiv10vU1rw**,3,2,2,35000,24748.73734,0,0,5,1,1,,,,,,,,
799,6mGGovzyvCUz6DndvlM8cw**,3,3,2,35000,20207.25942,0,1,5,1,1,,,,,,,,
612,6mGGovzyvCUZ70mGj7KjhA**,0,2,0,5000,3535.533906,0,1,5,0,1,,,,,,,,
674,6mGGovzyvCUz90em2uQ6Zw**,9,4,6,95000,47500,1,0,5,0,1,,,,,,,,
993,6mGGovzyvCUZiHlskc0-_Q**,9,4,6,95000,47500,1,0,5,1,1,,,,,,,,
299,6mGGovzyvCUzQge5Eqgj-A**,6,4,4,65000,32500,1,0,5,2,1,,,,,,,,
744,6mGGovzyvCUZRrOYds5cGw**,0,3,2,5000,2886.751346,0,1,5,1,0,,,,,,,,
175,6mGGovzyvCV_CLTirOOqpQ**,6,3,4,65000,37527.7675,1,1,5,1,1,,,,,,,,
419,6mGGovzyvCV_dMEmXfBlNw**,3,5,1,35000,15652.47584,0,1,5,0,1,,,,,,,,
226,6mGGovzyvCV_nYPlbiAvbQ**,10,4,6,125000,62500,1,0,5,1,0,,,,,,,,
137,6mGGovzyvCV08Q1x7Ka0kQ**,6,3,3,65000,37527.7675,1,0,5,2,0,,,,,,,,
329,6mGGovzyvCV0BNANRoO54Q**,1,2,0,15000,10606.60172,0,1,5,0,1,,,,,,,,
176,6mGGovzyvCV0kClj8LGcLg**,10,5,4,125000,55901.69944,1,1,5,2,1,,,,,,,,
229,6mGGovzyvCV0rSFmcNGsWg**,11,2,2,150000,106066.0172,1,1,5,1,0,,,,,,,,
588,6mGGovzyvCV1Ei6dSVkYwg**,4,2,2,45000,31819.80515,0,1,5,1,1,,,,,,,,
319,6mGGovzyvCV1Lb0R9tOM7Q**,2,3,3,25000,14433.75673,0,1,5,2,0,,,,,,,,
999,6mGGovzyvCV3CAjYKhY_HA**,8,2,1,85000,60104.0764,1,0,5,0,1,,,,,,,,
658,6mGGovzyvCV3LRHQWUlD9Q**,8,4,4,85000,42500,1,0,5,2,1,,,,,,,,
272,6mGGovzyvCV3RyCYP_ic-A**,9,2,6,95000,67175.14421,1,0,5,0,1,,,,,,,,
978,6mGGovzyvCV3VQ9X81L_Kw**,6,4,1,65000,32500,1,1,5,0,1,,,,,,,,
98,6mGGovzyvCV3Vwkto0Syzw**,6,1,6,65000,65000,1,1,5,1,1,,,,,,,,
417,6mGGovzyvCV4fskDQtbEKg**,4,1,4,45000,45000,1,0,5,0,0,,,,,,,,
221,6mGGovzyvCV4m9TxCLKvFA**,1,1,1,15000,15000,0,0,5,2,1,,,,,,,,
789,6mGGovzyvCV5hh-DFheSSQ**,5,4,4,55000,27500,0,0,5,1,0,,,,,,,,
608,6mGGovzyvCV5lldzSBP5MA**,10,2,2,125000,88388.34765,1,0,5,0,1,,,,,,,,
171,6mGGovzyvCV5YcyvpHqLug**,6,2,4,65000,45961.94078,1,0,5,0,1,,,,,,,,
705,6mGGovzyvCV7Dr9eeEKY_Q**,5,4,3,55000,27500,0,0,5,1,0,,,,,,,,
634,6mGGovzyvCV8CXrvYRiGUA**,6,2,4,65000,45961.94078,1,0,5,1,1,,,,,,,,
986,6mGGovzyvCV9ANzuuPDgSg**,8,2,4,85000,60104.0764,1,1,5,2,1,,,,,,,,
610,6mGGovzyvCV9ezzFjxRCYw**,6,2,1,65000,45961.94078,1,0,5,2,0,,,,,,,,
316,6mGGovzyvCVAGckNTFPMFg**,11,2,6,150000,106066.0172,1,0,5,1,1,,,,,,,,
595,6mGGovzyvCV-aNKDAgb6zQ**,3,1,3,35000,35000,1,1,5,1,1,,,,,,,,
105,6mGGovzyvCVb_r2oeZAU1Q**,10,1,6,125000,125000,1,0,5,1,1,,,,,,,,
266,6mGGovzyvCVb63NjM5J_Xg**,2,4,1,25000,12500,0,1,5,2,1,,,,,,,,
664,6mGGovzyvCVB6bobvKDY5w**,1,1,4,15000,15000,0,0,5,1,1,,,,,,,,
287,6mGGovzyvCVbKeGjFC6ojA**,2,1,2,25000,25000,0,1,5,0,1,,,,,,,,
753,6mGGovzyvCVbrOztr6pDvQ**,2,3,1,25000,14433.75673,0,0,5,0,0,,,,,,,,
211,6mGGovzyvCVBttalwLm1rg**,7,7,2,75000,28347.33548,0,1,5,0,0,,,,,,,,
341,6mGGovzyvCVC599ddxByPw**,10,3,0,125000,72168.78365,1,1,5,0,1,,,,,,,,
926,6mGGovzyvCVcAaB3cw6qnA**,11,4,6,150000,75000,1,0,5,0,0,,,,,,,,
288,6mGGovzyvCVCoBcK87dWRA**,10,1,6,125000,125000,1,1,5,1,0,,,,,,,,
255,6mGGovzyvCVCQsCISarnOQ**,3,2,1,35000,24748.73734,0,0,5,0,1,,,,,,,,
225,6mGGovzyvCVcUcXZMTXenA**,4,3,1,45000,25980.76211,0,0,5,0,1,,,,,,,,
485,6mGGovzyvCVcy_e1BJu_Ew**,10,3,6,125000,72168.78365,1,1,5,0,1,,,,,,,,
877,6mGGovzyvCVd_H1rh9CatA**,1,3,3,15000,8660.254038,0,1,5,1,1,,,,,,,,
304,6mGGovzyvCVdfV_j_gu6fA**,7,1,4,75000,75000,1,0,5,1,0,,,,,,,,
445,6mGGovzyvCVDpY-aMnIiEw**,4,2,1,45000,31819.80515,0,1,5,2,1,,,,,,,,
650,6mGGovzyvCVDQYE_2NbNnA**,1,3,2,15000,8660.254038,0,1,5,2,1,,,,,,,,
446,6mGGovzyvCVDyrbESzSc9g**,5,2,1,55000,38890.87297,1,1,5,2,0,,,,,,,,
305,6mGGovzyvCVEneV_i08RbA**,3,4,4,35000,17500,0,1,5,0,1,,,,,,,,
451,6mGGovzyvCVEPQUbs25YTg**,2,3,1,25000,14433.75673,0,1,5,2,1,,,,,,,,
278,6mGGovzyvCVEQtmlSyt3hQ**,10,4,6,125000,62500,1,0,5,0,1,,,,,,,,
252,6mGGovzyvCVETb0UGQiGGg**,0,2,1,5000,3535.533906,0,1,5,0,1,,,,,,,,
740,6mGGovzyvCV-f1dwJvHNyg**,6,5,2,65000,29068.88371,0,0,5,0,0,,,,,,,,
825,6mGGovzyvCVF7q4C8kb6hQ**,0,2,2,5000,3535.533906,0,0,5,1,0,,,,,,,,
222,6mGGovzyvCVfcbduf9HGhQ**,5,3,2,55000,31754.26481,0,1,5,0,1,,,,,,,,
582,6mGGovzyvCVfDNZNvl7ecg**,4,1,4,45000,45000,1,1,5,1,1,,,,,,,,
39,6mGGovzyvCVG7q9O9RpJuw**,10,2,3,125000,88388.34765,1,1,5,2,1,,,,,,,,
965,6mGGovzyvCVgViQLUgUoQw**,6,3,2,65000,37527.7675,1,0,5,2,1,,,,,,,,
615,6mGGovzyvCVh08SbG_n9sA**,8,2,2,85000,60104.0764,1,0,5,0,1,,,,,,,,
226,6mGGovzyvCVh2Z2hCM7pAw**,3,7,1,35000,13228.75656,0,0,5,1,1,,,,,,,,
285,6mGGovzyvCVHhFRn_lLMPA**,3,2,1,35000,24748.73734,0,0,5,1,0,,,,,,,,
122,6mGGovzyvCVhhgpVUlCqww**,4,1,4,45000,45000,1,1,5,2,0,,,,,,,,
520,6mGGovzyvCVHmZ6proUe6w**,4,3,4,45000,25980.76211,0,0,5,1,0,,,,,,,,
296,6mGGovzyvCVhxRk5bSzwCg**,10,3,4,125000,72168.78365,1,0,5,0,1,,,,,,,,
918,6mGGovzyvCVHYRsCGQDyng**,4,4,1,45000,22500,0,1,5,0,1,,,,,,,,
339,6mGGovzyvCVIg3Y1PqOnpw**,10,5,6,125000,55901.69944,1,0,5,0,1,,,,,,,,
799,6mGGovzyvCVIS05kThuQxg**,0,3,1,5000,2886.751346,0,1,5,2,1,,,,,,,,
939,6mGGovzyvCVISPRnw4fl8Q**,7,5,4,75000,33541.01966,1,0,5,1,0,,,,,,,,
17,6mGGovzyvCVjABSbMR-3kw**,6,5,1,65000,29068.88371,0,0,5,1,1,,,,,,,,
298,6mGGovzyvCVJkooBWUtjaA**,11,2,6,150000,106066.0172,1,0,5,2,0,,,,,,,,
818,6mGGovzyvCVjqgTp9zhVOg**,7,2,2,75000,53033.00859,1,0,5,0,1,,,,,,,,
608,6mGGovzyvCVJQmBPk2AFkg**,2,1,4,25000,25000,0,1,5,2,0,,,,,,,,
649,6mGGovzyvCVjyOVbvFE3aA**,2,2,1,25000,17677.66953,0,1,5,2,1,,,,,,,,
438,6mGGovzyvCVk2PXjnYeT9g**,7,4,1,75000,37500,1,1,5,0,1,,,,,,,,
239,6mGGovzyvCVkAuGccoNBDg**,6,2,3,65000,45961.94078,1,0,5,2,0,,,,,,,,
939,6mGGovzyvCVKEVpjyYalVg**,7,5,3,75000,33541.01966,1,0,5,0,1,,,,,,,,
755,6mGGovzyvCVkHG-ECy3M8w**,0,3,1,5000,2886.751346,0,0,5,2,0,,,,,,,,
806,6mGGovzyvCVkkr0bVON7UQ**,1,1,1,15000,15000,0,1,5,2,0,,,,,,,,
956,6mGGovzyvCVKvmUTdWiUdw**,6,1,4,65000,65000,1,1,5,2,1,,,,,,,,
694,6mGGovzyvCVKVtrfIRgDtg**,5,2,2,55000,38890.87297,1,0,5,1,0,,,,,,,,
347,6mGGovzyvCVlJSsUmcqlZw**,0,2,0,5000,3535.533906,0,0,5,2,1,,,,,,,,
133,6mGGovzyvCVlKY3SzRJJiA**,9,2,4,95000,67175.14421,1,1,5,1,0,,,,,,,,
382,6mGGovzyvCVLQnUPKYQucQ**,4,5,1,45000,20124.6118,0,0,5,2,1,,,,,,,,
121,6mGGovzyvCVm6NlfVzuIqw**,10,5,2,125000,55901.69944,1,1,5,1,0,,,,,,,,
776,6mGGovzyvCVmGjPWZaPJgg**,1,1,1,15000,15000,0,0,5,0,1,,,,,,,,
292,6mGGovzyvCVMlwifnr3yHA**,6,3,5,65000,37527.7675,1,0,5,1,1,,,,,,,,
636,6mGGovzyvCV-n6KPpHMCHw**,4,4,1,45000,22500,0,1,5,0,1,,,,,,,,
244,6mGGovzyvCVNAbVolco6ng**,2,3,1,25000,14433.75673,0,0,5,1,0,,,,,,,,
315,6mGGovzyvCVNJYryLKHL5g**,0,1,2,5000,5000,0,0,5,1,1,,,,,,,,
736,6mGGovzyvCVNmTxgkf49ig**,10,5,4,125000,55901.69944,1,0,5,2,1,,,,,,,,
387,6mGGovzyvCVnqnT39Z5rgg**,6,5,1,65000,29068.88371,0,0,5,1,1,,,,,,,,
638,6mGGovzyvCVNX9sxy65QRw**,1,1,0,15000,15000,0,0,5,0,1,,,,,,,,
657,6mGGovzyvCVnywGiMW7DEA**,1,3,4,15000,8660.254038,0,0,5,0,1,,,,,,,,
994,6mGGovzyvCVoc-TF74poOA**,5,6,2,55000,22453.65598,0,0,5,1,1,,,,,,,,
488,6mGGovzyvCV-OpgH8hBmNQ**,0,1,2,5000,5000,0,0,5,0,1,,,,,,,,
565,6mGGovzyvCVOspyhze4wwA**,5,4,4,55000,27500,0,1,5,2,1,,,,,,,,
734,6mGGovzyvCVpgTHWoTx78A**,11,4,4,150000,75000,1,1,5,2,0,,,,,,,,
367,6mGGovzyvCVqGL76ChsSJg**,4,2,1,45000,31819.80515,0,1,5,1,1,,,,,,,,
397,6mGGovzyvCVQIgukiqDaiA**,1,2,1,15000,10606.60172,0,1,5,2,0,,,,,,,,
505,6mGGovzyvCVQVkfc2DW0fg**,7,4,4,75000,37500,1,1,5,2,1,,,,,,,,
537,6mGGovzyvCVqw0mRyZPX3Q**,10,4,6,125000,62500,1,0,5,1,0,,,,,,,,
677,6mGGovzyvCVQZ-cMXPtLrw**,5,2,1,55000,38890.87297,1,0,5,2,1,,,,,,,,
479,6mGGovzyvCVQZZJ380vS0Q**,4,4,2,45000,22500,0,0,5,2,1,,,,,,,,
786,6mGGovzyvCV-r0kbSEN4Iw**,4,4,4,45000,22500,0,1,5,0,0,,,,,,,,
258,6mGGovzyvCVr4IG54Llung**,2,3,2,25000,14433.75673,0,1,5,0,0,,,,,,,,
46,6mGGovzyvCVSAjoIQJyVPQ**,7,5,2,75000,33541.01966,1,0,5,0,1,,,,,,,,
323,6mGGovzyvCVsbMJxXMLedQ**,10,3,4,125000,72168.78365,1,1,5,0,1,,,,,,,,
506,6mGGovzyvCVsnKDzqrtuMQ**,10,6,1,125000,51031.03631,1,1,5,2,1,,,,,,,,
224,6mGGovzyvCVT2KZ3EseRjA**,6,4,4,65000,32500,1,1,5,1,1,,,,,,,,
757,6mGGovzyvCVT4pHvufDDZg**,0,3,2,5000,2886.751346,0,1,5,1,1,,,,,,,,
42,6mGGovzyvCVtflpsYY4K5A**,9,3,2,95000,54848.27557,1,0,5,2,1,,,,,,,,
158,6mGGovzyvCVtPdsgvpSpjA**,1,1,4,15000,15000,0,1,5,2,0,,,,,,,,
897,6mGGovzyvCVtT7o6f0IeBg**,4,4,3,45000,22500,0,0,5,1,1,,,,,,,,
311,6mGGovzyvCVuAd1aexMD6Q**,2,4,1,25000,12500,0,0,5,2,1,,,,,,,,
661,6mGGovzyvCVUlEd9UzoHmg**,1,2,1,15000,10606.60172,0,1,5,1,0,,,,,,,,
773,6mGGovzyvCVupzm8iLiIfw**,7,2,1,75000,53033.00859,1,1,5,0,1,,,,,,,,
531,6mGGovzyvCVUXimzkqerNg**,3,2,4,35000,24748.73734,0,0,5,0,1,,,,,,,,
750,6mGGovzyvCVV4l5IfX8_PA**,5,2,6,55000,38890.87297,1,1,5,0,1,,,,,,,,
821,6mGGovzyvCVVFrG6Oo7yXw**,3,1,2,35000,35000,1,0,5,2,1,,,,,,,,
425,6mGGovzyvCVVMkC8QB6wIQ**,0,5,2,5000,2236.067977,0,0,5,2,1,,,,,,,,
174,6mGGovzyvCVw0Nifrd9x3g**,7,2,4,75000,53033.00859,1,1,5,0,1,,,,,,,,
183,6mGGovzyvCVw5eI3oVGrew**,2,6,1,25000,10206.20726,0,0,5,0,0,,,,,,,,
457,6mGGovzyvCVw8HQYDHoeOQ**,4,2,2,45000,31819.80515,0,1,5,2,0,,,,,,,,
244,6mGGovzyvCVWCdgMX7ztiA**,0,1,3,5000,5000,0,0,5,2,1,,,,,,,,
662,6mGGovzyvCVWXEZsnH00aA**,1,1,2,15000,15000,0,1,5,2,1,,,,,,,,
318,6mGGovzyvCVx8P8kbUtsWQ**,1,2,2,15000,10606.60172,0,1,5,1,1,,,,,,,,
476,6mGGovzyvCVxGiEwieCchQ**,7,1,6,75000,75000,1,0,5,0,1,,,,,,,,
358,6mGGovzyvCVXlxBaoDNctw**,8,3,2,85000,49074.77288,1,0,5,2,1,,,,,,,,
984,6mGGovzyvCVxVZFo76E9bw**,7,4,2,75000,37500,1,1,5,0,0,,,,,,,,
658,6mGGovzyvCVy_WTchoTUPA**,7,2,2,75000,53033.00859,1,0,5,1,0,,,,,,,,
541,6mGGovzyvCVY5hcpkjiw1Q**,7,1,4,75000,75000,1,1,5,2,1,,,,,,,,
191,6mGGovzyvCVYNP5F2iXgWQ**,0,4,2,5000,2500,0,0,5,2,1,,,,,,,,
394,6mGGovzyvCVz4HZPxhBGzQ**,7,2,4,75000,53033.00859,1,0,5,1,1,,,,,,,,
477,6mGGovzyvCVz-D3my8yazw**,4,5,2,45000,20124.6118,0,0,5,0,0,,,,,,,,
609,6mGGovzyvCVZhQyShO4bPA**,10,4,4,125000,62500,1,0,5,0,0,,,,,,,,
450,6mGGovzyvCVzl5cVh70dcQ**,0,1,3,5000,5000,0,1,5,1,1,,,,,,,,
129,6mGGovzyvCVzSZtr2OeN7Q**,0,2,3,5000,3535.533906,0,0,5,0,1,,,,,,,,
693,6mGGovzyvCVZtLlGNgKAjQ**,11,2,6,150000,106066.0172,1,0,5,1,0,,,,,,,,
376,6mGGovzyvCVzWoOmEiq75Q**,7,2,4,75000,53033.00859,1,0,5,2,0,,,,,,,,
54,6mGGovzyvCVzzGKTf25n0Q**,5,3,0,55000,31754.26481,0,0,5,2,1,,,,,,,,
141,6mGGovzyvCW_M0coHXaIcg**,11,5,6,150000,67082.03932,1,0,5,1,0,,,,,,,,
901,6mGGovzyvCW0a5CfavxIIg**,3,5,3,35000,15652.47584,0,1,5,2,0,,,,,,,,
761,6mGGovzyvCW0t0bl83ldSA**,9,1,6,95000,95000,1,0,5,2,0,,,,,,,,
87,6mGGovzyvCW14e5iRV7wPQ**,5,4,6,55000,27500,0,1,5,2,0,,,,,,,,
146,6mGGovzyvCW2H8Y-R1JeBA**,1,1,3,15000,15000,0,1,5,2,1,,,,,,,,
807,6mGGovzyvCW2p0LqXpHr-g**,1,2,3,15000,10606.60172,0,0,5,1,1,,,,,,,,
880,6mGGovzyvCW36z3NGm7IHQ**,5,3,6,55000,31754.26481,0,0,5,1,1,,,,,,,,
638,6mGGovzyvCW3vHQy2ezD0g**,3,1,2,35000,35000,1,1,5,2,0,,,,,,,,
32,6mGGovzyvCW4943Fh5bE5g**,3,3,4,35000,20207.25942,0,1,5,1,1,,,,,,,,
111,6mGGovzyvCW4EQWDm1pZ-A**,3,1,1,35000,35000,1,1,5,2,0,,,,,,,,
142,6mGGovzyvCW4K6KtqCYnzg**,7,3,5,75000,43301.27019,1,0,5,0,1,,,,,,,,
599,6mGGovzyvCW4ND5zvSc3Rw**,2,4,2,25000,12500,0,0,5,2,1,,,,,,,,
170,6mGGovzyvCW50WVp_HzuzA**,3,4,2,35000,17500,0,1,5,1,1,,,,,,,,
617,6mGGovzyvCW6dw8XZcBClA**,6,6,3,65000,26536.13888,0,0,5,2,1,,,,,,,,
199,6mGGovzyvCW6NussxQKw-g**,9,3,2,95000,54848.27557,1,1,5,2,0,,,,,,,,
981,6mGGovzyvCW6pZaEPc0RtQ**,10,4,5,125000,62500,1,0,5,1,1,,,,,,,,
652,6mGGovzyvCW7fNJh6OzyjQ**,2,4,2,25000,12500,0,0,5,1,1,,,,,,,,
191,6mGGovzyvCW7SnVeL-FSdA**,10,2,6,125000,88388.34765,1,1,5,0,1,,,,,,,,
611,6mGGovzyvCW86KdCHj7elA**,4,4,2,45000,22500,0,1,5,0,1,,,,,,,,
183,6mGGovzyvCW8IGBxXu16Rw**,0,2,4,5000,3535.533906,0,0,5,1,1,,,,,,,,
153,6mGGovzyvCW8LIkTZVz-ug**,3,2,1,35000,24748.73734,0,1,5,2,1,,,,,,,,
987,6mGGovzyvCW8OHhbkbQTNA**,0,3,2,5000,2886.751346,0,0,5,0,0,,,,,,,,
427,6mGGovzyvCW8SovL5x81Tw**,2,2,3,25000,17677.66953,0,1,5,2,1,,,,,,,,
2,6mGGovzyvCW8SsvT_mtR4w**,2,2,1,25000,17677.66953,0,1,5,1,0,,,,,,,,
296,6mGGovzyvCW8syroiJCA6w**,2,2,2,25000,17677.66953,0,0,5,0,0,,,,,,,,
593,6mGGovzyvCW9J8BkhcmHgg**,0,1,2,5000,5000,0,0,5,2,1,,,,,,,,
852,6mGGovzyvCWa3W-nkmeHFg**,5,2,4,55000,38890.87297,1,1,5,0,1,,,,,,,,
540,6mGGovzyvCWAf_sghM2IaA**,10,4,6,125000,62500,1,1,5,1,1,,,,,,,,
955,6mGGovzyvCWAHib8g7MBKA**,4,3,2,45000,25980.76211,0,1,5,1,1,,,,,,,,
633,6mGGovzyvCWaiHxLsZfSEw**,7,4,2,75000,37500,1,0,5,1,0,,,,,,,,
273,6mGGovzyvCWaiwKganjJVA**,10,4,4,125000,62500,1,0,5,1,1,,,,,,,,
533,6mGGovzyvCWbZtS8h33j9g**,8,3,1,85000,49074.77288,1,0,5,2,1,,,,,,,,
695,6mGGovzyvCWc7tEiQYcr2Q**,3,4,1,35000,17500,0,0,5,2,0,,,,,,,,
173,6mGGovzyvCWCivtJfCqalg**,2,1,1,25000,25000,0,1,5,0,,,,,,,,,
125,6mGGovzyvCWdba84RMnqLA**,11,3,6,150000,86602.54038,1,0,5,2,1,,,,,,,,
765,6mGGovzyvCWdL_4srRqBgA**,6,3,2,65000,37527.7675,1,0,5,0,1,,,,,,,,
965,6mGGovzyvCWDpA8kzC20bQ**,10,2,2,125000,88388.34765,1,1,5,0,0,,,,,,,,
982,6mGGovzyvCWDwW2rOOTXrQ**,10,2,4,125000,88388.34765,1,0,5,1,1,,,,,,,,
754,6mGGovzyvCWe8nElQUbDmQ**,10,3,1,125000,72168.78365,1,0,5,2,0,,,,,,,,
905,6mGGovzyvCWEa8pkXKkNQQ**,4,2,3,45000,31819.80515,0,0,5,2,1,,,,,,,,
850,6mGGovzyvCWEK8wynF2WLw**,0,2,3,5000,3535.533906,0,0,5,2,1,,,,,,,,
143,6mGGovzyvCWEX0q214dnDA**,4,2,2,45000,31819.80515,0,0,5,1,0,,,,,,,,
266,6mGGovzyvCWF3T_0WoCfGw**,11,4,2,150000,75000,1,0,5,0,1,,,,,,,,
349,6mGGovzyvCWfChT_pvt6kw**,10,2,2,125000,88388.34765,1,1,5,2,0,,,,,,,,
751,6mGGovzyvCWFKH3zGLRZdg**,6,3,1,65000,37527.7675,1,1,5,2,1,,,,,,,,
591,6mGGovzyvCWFRbIsxXjfrg**,2,1,6,25000,25000,0,0,5,1,0,,,,,,,,
371,6mGGovzyvCWG_JFv2rE9GQ**,4,2,4,45000,31819.80515,0,0,5,2,1,,,,,,,,
392,6mGGovzyvCWG0F2JajwHuQ**,8,4,2,85000,42500,1,0,5,0,1,,,,,,,,
797,6mGGovzyvCWG1Rvo7lNNMw**,9,3,6,95000,54848.27557,1,0,5,2,1,,,,,,,,
872,6mGGovzyvCWgB4aEN-CSTQ**,4,3,2,45000,25980.76211,0,1,5,2,0,,,,,,,,
